5697,6824,,,5245.444444,6795.666667,,0.771880774
4513,6767,,,845.0004602,133.8880129,,
5878,6480,,,,,,
4984,6906,,,,,,
4855,6851,,,,,,
6941,6925,,,,,,
5166,6787,,,,,,
5137,6741,,,,,,
4038,6880,,,,,,
